cdate,cp,pctlead,pred_linr,pred_logr
2007-01-03,1416.600000,0.122800,0.067183,0.526567
2007-01-04,1418.340000,-0.608500,0.072683,0.512080
2007-01-05,1409.710000,0.222000,0.042101,0.503681
2007-01-08,1412.840000,-0.051700,0.053800,0.499806
2007-01-09,1412.110000,0.194000,0.071835,0.517038
2007-01-10,1414.850000,0.634000,0.060023,0.510796
2007-01-11,1423.819900,0.485300,0.036505,0.504262
2007-01-12,1430.730000,0.081800,0.012397,0.496420
2007-01-16,1431.900000,-0.089400,0.046199,0.497504
2007-01-17,1430.620000,-0.297100,0.023627,0.501950
2007-01-18,1426.370000,0.289500,0.041141,0.504899
2007-01-19,1430.500000,-0.527800,0.023087,0.498153
2007-01-22,1422.950000,0.354200,0.057881,0.495493
2007-01-23,1427.990000,0.850100,0.036655,0.495056
2007-01-24,1440.130000,-1.127000,0.032614,0.499888
2007-01-25,1423.900000,-0.120800,0.043097,0.510240
2007-01-26,1422.180100,-0.109700,0.036147,0.519807
2007-01-29,1420.620000,0.577200,0.087905,0.523277
2007-01-30,1428.819900,0.659300,0.081387,0.495674
2007-01-31,1438.240000,0.535400,0.024844,0.488021
2007-02-01,1445.939900,0.169400,-0.012423,0.485723
2007-02-02,1448.390000,-0.096700,0.022977,0.508279
2007-02-05,1446.990000,0.069800,0.044001,0.505049
2007-02-06,1448.000000,0.139500,0.053846,0.493631
2007-02-07,1450.020000,-0.117900,0.025390,0.487025
2007-02-08,1448.310100,-0.707700,0.014148,0.487562
2007-02-09,1438.060100,-0.326100,0.017347,0.507133
2007-02-12,1433.370000,0.759700,0.072812,0.516509
2007-02-13,1444.260000,0.764400,0.070708,0.508363
2007-02-14,1455.300000,0.103800,0.040255,0.489337
2007-02-15,1456.810100,-0.087200,0.009024,0.491073
2007-02-16,1455.540000,0.284400,0.008387,0.512347
2007-02-20,1459.680100,-0.140400,0.062221,0.513002
2007-02-21,1457.630000,-0.085800,0.057596,0.499866
2007-02-22,1456.380000,-0.356400,0.018568,0.486979
2007-02-23,1451.189900,-0.125400,0.015362,0.501028
2007-02-26,1449.370000,-3.472500,0.064974,0.507638
