cdate,cp,pctlead,pred_linr,pred_logr
2004-01-02,1108.480000,1.239500,-0.002081,0.503240
2004-01-05,1122.220000,0.129200,0.069600,0.484309
2004-01-06,1123.670000,0.236700,0.053433,0.480576
2004-01-07,1126.330000,0.496300,-0.011117,0.470196
2004-01-08,1131.920000,-0.888800,0.002295,0.492840
2004-01-09,1121.860000,0.478700,0.013567,0.501651
2004-01-12,1127.230000,-0.533200,0.068404,0.484466
2004-01-13,1121.220000,0.829500,0.059386,0.500239
2004-01-14,1130.520000,0.135300,0.044188,0.482360
2004-01-15,1132.050000,0.687200,0.028553,0.501537
2004-01-16,1139.830000,-0.093000,-0.007617,0.490411
2004-01-20,1138.770000,0.777200,0.061278,0.500570
2004-01-21,1147.620000,-0.320700,0.017616,0.490164
2004-01-22,1143.939900,-0.208900,0.036583,0.493739
2004-01-23,1141.550000,1.210600,-0.010872,0.487852
2004-01-26,1155.370000,-0.979800,0.062663,0.485536
2004-01-27,1144.050000,-1.361000,0.060401,0.493506
2004-01-28,1128.480000,0.498900,0.036741,0.494916
2004-01-29,1134.110000,-0.262800,0.039138,0.521964
2004-01-30,1131.130000,0.365100,0.089296,0.515808
2004-02-02,1135.260000,0.067800,0.087654,0.486942
2004-02-03,1136.030000,-0.837100,0.038688,0.509000
2004-02-04,1126.520000,0.183700,0.077541,0.521896
2004-02-05,1128.590000,1.255600,0.067427,0.521483
2004-02-06,1142.760000,-0.258100,0.033269,0.504172
2004-02-09,1139.810100,0.502700,0.087091,0.484237
2004-02-10,1145.540000,1.066700,0.013861,0.485622
2004-02-11,1157.760000,-0.488000,0.026622,0.502068
2004-02-12,1152.110000,-0.546800,0.040775,0.492687
2004-02-13,1145.810100,0.975700,-0.014002,0.486622
2004-02-17,1156.990000,-0.446900,0.033761,0.492036
2004-02-18,1151.819900,-0.413200,0.073257,0.492473
2004-02-19,1147.060100,-0.257200,0.007667,0.484632
2004-02-20,1144.110000,-0.272700,0.003008,0.511908
2004-02-23,1140.990000,-0.166500,0.115478,0.512392
2004-02-24,1139.090000,0.402100,0.094494,0.506630
2004-02-25,1143.670000,0.108400,0.045153,0.502799
2004-02-26,1144.910000,0.002600,0.053597,0.508004
2004-02-27,1144.939900,0.963400,0.023917,0.509831
2004-03-01,1155.970000,-0.594300,0.071009,0.499555
2004-03-02,1149.100000,0.168000,0.069927,0.501486
2004-03-03,1151.030000,0.333600,0.029802,0.490085
2004-03-04,1154.870000,0.172300,0.026799,0.503082
2004-03-05,1156.860000,-0.835000,0.020638,0.490555
2004-03-08,1147.200000,-0.577100,0.067699,0.492876
2004-03-09,1140.580000,-1.463300,0.046713,0.506474
2004-03-10,1123.890000,-1.522400,0.102950,0.526513
2004-03-11,1106.780000,1.245900,0.090777,0.527843
2004-03-12,1120.569900,-1.435000,0.073628,0.521824
2004-03-15,1104.490000,0.562200,0.151697,0.529689
2004-03-16,1110.700000,1.174900,0.081331,0.512977
2004-03-17,1123.750000,-0.127300,0.081501,0.543344
2004-03-18,1122.319900,-1.117300,0.081023,0.514432
2004-03-19,1109.780000,-1.295800,0.026374,0.510597
2004-03-22,1095.400000,-0.132400,0.070493,0.525043
2004-03-23,1093.950000,-0.239500,0.147457,0.520607
2004-03-24,1091.330000,1.636500,0.099998,0.508298
2004-03-25,1109.189900,-0.101900,0.024858,0.485455
2004-03-26,1108.060100,1.300500,0.020353,0.514536
2004-03-29,1122.470000,0.403600,0.052972,0.500536
2004-03-30,1127.000000,-0.070100,0.062028,0.510586
2004-03-31,1126.210000,0.529200,0.022443,0.481919
2004-04-01,1132.170000,0.851500,0.000913,0.478330
2004-04-02,1141.810100,0.767200,-0.030117,0.475443
2004-04-05,1150.569900,-0.209500,0.041890,0.460326
2004-04-06,1148.160000,-0.664500,-0.009682,0.473244
2004-04-07,1140.530000,-0.106100,0.007083,0.489543
2004-04-08,1139.319900,0.516100,0.032633,0.503053
2004-04-12,1145.200000,-1.376200,0.084142,0.487480
2004-04-13,1129.439900,-0.112400,0.062691,0.490051
2004-04-14,1128.170000,0.059400,0.027573,0.502627
2004-04-15,1128.840000,0.511100,0.074086,0.530913
