cdate,cp,pctlead,pred_linr,pred_logr
2017-01-03,2257.830100,0.572200,0.005890,0.510538
2017-01-04,2270.750000,-0.077100,-0.025076,0.500295
2017-01-05,2269.000000,0.351700,-0.014786,0.511717
2017-01-06,2276.980000,-0.354900,0.017161,0.525161
2017-01-09,2268.899900,0.000000,-0.025334,0.508191
2017-01-10,2268.899900,0.283000,0.037855,0.518037
2017-01-11,2275.320100,-0.214500,-0.038161,0.494868
2017-01-12,2270.439900,0.185000,-0.013383,0.504193
2017-01-13,2274.639900,-0.296800,0.012077,0.514165
2017-01-17,2267.889900,0.176400,0.011114,0.509534
2017-01-18,2271.889900,-0.360900,0.029360,0.519391
2017-01-19,2263.689900,0.336600,0.018504,0.518095
2017-01-20,2271.310100,-0.269000,-0.008727,0.515053
2017-01-23,2265.200000,0.656500,0.054967,0.515286
2017-01-24,2280.070100,0.802600,-0.011527,0.505732
2017-01-25,2298.370100,-0.073500,-0.042566,0.499595
2017-01-26,2296.679900,-0.086600,-0.061213,0.501987
2017-01-27,2294.689900,-0.601000,0.020891,0.521768
2017-01-30,2280.899900,-0.089000,0.012790,0.510850
2017-01-31,2278.870100,0.029800,0.040428,0.517260
2017-02-01,2279.550000,0.057000,-0.001925,0.501122
2017-02-02,2280.850100,0.726500,0.005379,0.504673
2017-02-03,2297.419900,-0.211500,-0.008707,0.508032
2017-02-06,2292.560100,0.022700,0.008889,0.507845
2017-02-07,2293.080100,0.069300,0.056862,0.524774
2017-02-08,2294.669900,0.575300,-0.001584,0.513478
2017-02-09,2307.870100,0.356600,-0.055525,0.502300
2017-02-10,2316.100100,0.524600,-0.049017,0.499188
2017-02-13,2328.250000,0.400700,-0.043073,0.487435
2017-02-14,2337.580100,0.499200,-0.028667,0.497157
2017-02-15,2349.250000,-0.086400,-0.085820,0.490909
2017-02-16,2347.220000,0.167900,-0.047598,0.499420
2017-02-17,2351.159900,0.604800,-0.062411,0.496959
2017-02-21,2365.379900,-0.108200,-0.057815,0.485714
2017-02-22,2362.820100,0.041900,-0.059435,0.488808
2017-02-23,2363.810100,0.149300,-0.003588,0.503122
2017-02-24,2367.340100,0.101800,-0.048183,0.500274
2017-02-27,2369.750000,-0.257800,-0.004094,0.500741
2017-02-28,2363.639900,1.367400,0.026216,0.507601
2017-03-01,2395.960000,-0.586000,-0.064569,0.488023
2017-03-02,2381.919900,0.050400,-0.031420,0.502039
2017-03-03,2383.120100,-0.327700,0.019177,0.518274
2017-03-06,2375.310100,-0.291300,0.047775,0.511370
2017-03-07,2368.389900,-0.228400,0.010374,0.511918
2017-03-08,2362.980000,0.080000,0.086891,0.521146
2017-03-09,2364.870100,0.326900,-0.017108,0.501888
2017-03-10,2372.600100,0.036700,0.043467,0.521147
2017-03-13,2373.470000,-0.337900,0.018097,0.507670
2017-03-14,2365.450000,0.837500,0.083389,0.527751
2017-03-15,2385.260000,-0.162700,-0.007207,0.511787
2017-03-16,2381.379900,-0.131400,-0.031255,0.508306
2017-03-17,2378.250000,-0.201000,0.020464,0.518451
2017-03-20,2373.470000,-1.240800,0.058944,0.512052
2017-03-21,2344.020000,0.189000,0.085118,0.528317
2017-03-22,2348.450000,-0.106000,0.103605,0.530214
2017-03-23,2345.960000,-0.084400,-0.002990,0.507132
2017-03-24,2343.980000,-0.102000,0.070676,0.527816
2017-03-27,2341.590100,0.725100,0.111758,0.525653
2017-03-28,2358.570100,0.108500,0.006841,0.515637
2017-03-29,2361.129900,0.293500,0.025450,0.522897
2017-03-30,2368.060100,-0.225500,-0.021526,0.511210
2017-03-31,2362.720000,-0.164200,0.016400,0.520000
2017-04-03,2358.840100,0.056000,0.029881,0.511547
2017-04-04,2360.159900,-0.305500,0.034027,0.509877
2017-04-05,2352.950000,0.193000,0.008192,0.504653
2017-04-06,2357.490000,-0.082700,0.043932,0.513858
2017-04-07,2355.540000,0.068800,-0.003437,0.510394
