cdate,cp,pctlead,pred_linr,pred_logr
2009-01-02,931.800000,-0.466800,-0.206216,0.446619
2009-01-05,927.450000,0.781700,-0.171746,0.453657
2009-01-06,934.700000,-3.001000,-0.042699,0.477666
2009-01-07,906.650000,0.339700,0.065404,0.514319
2009-01-08,909.730000,-2.130300,0.097849,0.494284
2009-01-09,890.350000,-2.256400,0.082737,0.492389
2009-01-12,870.260000,0.175800,0.328953,0.541200
2009-01-13,871.790000,-3.346000,0.238098,0.554823
2009-01-14,842.620000,0.132900,0.257133,0.602370
2009-01-15,843.740000,0.756200,0.446333,0.619732
2009-01-16,850.120000,-5.281600,-0.044491,0.559250
2009-01-20,805.220000,4.349100,0.530565,0.652059
2009-01-21,840.240000,-1.516200,0.213090,0.587177
2009-01-22,827.500000,0.537800,-0.163112,0.542619
2009-01-23,831.950000,0.555300,0.392103,0.574376
2009-01-26,836.570000,1.092600,-0.103579,0.521616
2009-01-27,845.710000,3.355800,-0.041777,0.526555
2009-01-28,874.090000,-3.312000,-0.022265,0.473063
2009-01-29,845.140000,-2.278900,-0.156599,0.487574
2009-01-30,825.880000,-0.053300,0.411747,0.592437
2009-02-02,825.440000,1.583400,0.023863,0.541412
2009-02-03,838.510000,-0.749000,0.049227,0.470725
2009-02-04,832.230000,1.636600,0.098653,0.465739
2009-02-05,845.850000,2.689600,-0.087303,0.494450
2009-02-06,868.600000,0.148500,-0.144966,0.510235
2009-02-09,869.890000,-4.912100,-0.046300,0.501670
2009-02-10,827.160000,0.795500,0.290939,0.575346
2009-02-11,833.740000,0.173900,0.138425,0.558306
2009-02-12,835.190000,-0.999800,-0.023767,0.493248
2009-02-13,826.840000,-4.555900,0.195363,0.483708
2009-02-17,789.170000,-0.095000,0.343841,0.578386
2009-02-18,788.420000,-1.202400,0.305280,0.635664
2009-02-19,778.940000,-1.141300,0.296698,0.616988
2009-02-20,770.050000,-3.469900,0.278485,0.575166
2009-02-23,743.330000,4.010300,0.416278,0.623313
2009-02-24,773.140000,-1.065800,0.105767,0.586619
2009-02-25,764.900000,-1.578000,0.089064,0.567657
2009-02-26,752.830000,-2.356400,0.301010,0.591509
2009-02-27,735.090000,-4.662000,0.210152,0.624837
2009-03-02,700.820000,-0.640700,0.489142,0.675544
2009-03-03,696.330000,2.375300,0.554232,0.626688
2009-03-04,712.870000,-4.253200,-0.097761,0.489357
2009-03-05,682.550000,0.121600,0.428165,0.592336
2009-03-06,683.380000,-1.002400,0.375572,0.648213
2009-03-09,676.530000,6.366300,0.101753,0.641181
2009-03-10,719.600000,0.244600,0.034317,0.520108
2009-03-11,721.360000,4.072900,-0.262332,0.441497
2009-03-12,750.740000,0.773900,-0.239644,0.448181
2009-03-13,756.550000,-0.351600,-0.291765,0.477915
2009-03-16,753.890000,3.214000,-0.081004,0.483779
2009-03-17,778.120000,2.085800,-0.196550,0.400157
2009-03-18,794.350000,-1.297900,-0.508939,0.335116
2009-03-19,784.040000,-1.976900,0.034116,0.416402
2009-03-20,768.540000,7.075800,-0.035281,0.484255
2009-03-23,822.920000,-2.041500,-0.318753,0.399423
2009-03-24,806.120000,0.962600,-0.181641,0.404068
2009-03-25,813.880000,2.332000,0.095053,0.448444
2009-03-26,832.860000,-2.031600,-0.408213,0.438260
2009-03-27,815.940000,-3.481900,0.042052,0.511018
2009-03-30,787.530000,1.313000,0.431070,0.552641
2009-03-31,797.870000,1.655700,-0.133325,0.485776
2009-04-01,811.080000,2.872700,0.045435,0.469530
2009-04-02,834.380000,0.973200,-0.138367,0.418520
