cdate,cp,pctlead,pred_linr,pred_logr
2012-01-03,1277.060100,0.018800,-0.058130,0.470461
2012-01-04,1277.300000,0.294400,-0.069555,0.487766
2012-01-05,1281.060100,-0.253700,-0.034738,0.506012
2012-01-06,1277.810100,0.226200,0.009932,0.525366
2012-01-09,1280.700000,0.888600,-0.012971,0.501755
2012-01-10,1292.080000,0.031000,0.003766,0.493602
2012-01-11,1292.480000,0.233700,-0.079910,0.481512
2012-01-12,1295.500000,-0.494800,0.005625,0.504648
2012-01-13,1289.090000,0.355300,-0.023974,0.514812
2012-01-17,1293.670000,1.110800,0.037860,0.512891
2012-01-18,1308.040000,0.493900,-0.063439,0.489173
2012-01-19,1314.500000,0.066900,-0.093479,0.482623
2012-01-20,1315.380000,0.047100,-0.032296,0.503553
2012-01-23,1316.000000,-0.102600,0.001018,0.506659
2012-01-24,1314.650000,0.867900,0.026378,0.512441
2012-01-25,1326.060100,-0.575400,-0.039863,0.492191
2012-01-26,1318.430100,-0.159300,-0.023129,0.496849
2012-01-27,1316.330000,-0.252200,0.028847,0.514144
2012-01-30,1313.010000,-0.045700,0.061675,0.516586
2012-01-31,1312.410000,0.890000,0.049947,0.516255
2012-02-01,1324.090000,0.109500,0.006350,0.505315
2012-02-02,1325.540000,1.460500,-0.051954,0.500867
2012-02-03,1344.900000,-0.042400,-0.064243,0.501440
2012-02-06,1344.330000,0.202300,-0.046214,0.498829
2012-02-07,1347.050000,0.216000,0.012163,0.509803
2012-02-08,1349.960000,0.147400,-0.020386,0.504516
2012-02-09,1351.950000,-0.688600,-0.057793,0.492632
2012-02-10,1342.640000,0.680000,0.034035,0.509760
2012-02-13,1351.770000,-0.094000,-0.000211,0.491858
2012-02-14,1350.500000,-0.538300,0.016009,0.501149
2012-02-15,1343.230000,1.102600,0.053855,0.516165
2012-02-16,1358.040000,0.234900,-0.012482,0.510511
2012-02-17,1361.230000,0.072000,-0.082130,0.501682
2012-02-21,1362.210000,-0.334000,0.048107,0.512330
2012-02-22,1357.660000,0.427200,0.015165,0.518092
2012-02-23,1363.460000,0.167200,-0.002822,0.515072
2012-02-24,1365.740000,0.135500,-0.022304,0.508243
2012-02-27,1367.590000,0.335600,0.010603,0.497048
2012-02-28,1372.180100,-0.473700,0.019074,0.503885
2012-02-29,1365.680100,0.615800,0.015239,0.513984
2012-03-01,1374.090000,-0.324600,0.011240,0.514552
2012-03-02,1369.630000,-0.387000,-0.026012,0.511389
2012-03-05,1364.330000,-1.537000,0.097467,0.518108
2012-03-06,1343.360000,0.690100,0.155312,0.541596
2012-03-07,1352.630000,0.981800,0.071204,0.527136
2012-03-08,1365.910000,0.363100,-0.030133,0.503635
2012-03-09,1370.870000,0.016000,-0.056761,0.499836
2012-03-12,1371.090000,1.813200,0.067934,0.521866
2012-03-13,1395.950000,-0.119600,-0.092700,0.501113
2012-03-14,1394.280000,0.596700,-0.047591,0.505022
2012-03-15,1402.600000,0.111900,-0.053611,0.495054
2012-03-16,1404.170000,0.397400,-0.076790,0.493239
2012-03-19,1409.750000,-0.300100,-0.029914,0.482361
2012-03-20,1405.520000,-0.187100,0.020677,0.494770
2012-03-21,1402.890000,-0.720700,-0.010971,0.495627
2012-03-22,1392.780000,0.310900,0.076211,0.519610
2012-03-23,1397.110000,1.388600,-0.003215,0.510999
2012-03-26,1416.510000,-0.281700,-0.020314,0.489475
2012-03-27,1412.520000,-0.494200,-0.016927,0.497438
2012-03-28,1405.540000,-0.160800,0.086460,0.531468
2012-03-29,1403.280000,0.369800,0.029770,0.534528
2012-03-30,1408.470000,0.750500,-0.001376,0.520053
2012-04-02,1419.040000,-0.398900,0.004380,0.491881
2012-04-03,1413.380000,-1.020300,0.009196,0.498865
2012-04-04,1398.960000,-0.062900,0.117935,0.535752
2012-04-05,1398.080000,-1.135800,0.066741,0.537694
2012-04-09,1382.200000,-1.708100,0.138198,0.535667
2012-04-10,1358.590000,0.744900,0.241297,0.553962
2012-04-11,1368.710000,1.377900,0.112902,0.535573
2012-04-12,1387.569900,-1.247500,-0.046019,0.507111
2012-04-13,1370.260000,-0.050400,0.079935,0.540364
2012-04-16,1369.569900,1.548700,0.154337,0.556671
2012-04-17,1390.780000,-0.405500,-0.025061,0.527166
2012-04-18,1385.140000,-0.593400,0.009435,0.518338
2012-04-19,1376.920000,0.116900,0.082157,0.527606
2012-04-20,1378.530000,-0.840800,-0.004581,0.520807
2012-04-23,1366.939900,0.368000,0.114067,0.526787
2012-04-24,1371.970000,1.364500,0.079497,0.516911
2012-04-25,1390.689900,0.668000,-0.074478,0.487855
2012-04-26,1399.980000,0.241400,-0.066233,0.492018
2012-04-27,1403.360000,-0.388400,-0.043727,0.510733
2012-04-30,1397.910000,0.565800,0.027371,0.520518
2012-05-01,1405.819900,-0.249700,0.021525,0.512548
2012-05-02,1402.310100,-0.765900,-0.013286,0.497881
2012-05-03,1391.569900,-1.614700,0.051334,0.507864
2012-05-04,1369.100000,0.035100,0.133701,0.538021
2012-05-07,1369.580000,-0.427900,0.136718,0.530345
2012-05-08,1363.720000,-0.670200,0.115541,0.528736
2012-05-09,1354.580000,0.251700,0.132914,0.537017
2012-05-10,1357.990000,-0.338700,0.105893,0.545685
2012-05-11,1353.390000,-1.111300,0.048869,0.548148
2012-05-14,1338.350000,-0.574600,0.216614,0.566073
2012-05-15,1330.660000,-0.440400,0.166218,0.560923
2012-05-16,1324.800000,-1.505100,0.139372,0.552689
2012-05-17,1304.860000,-0.738800,0.193284,0.562384
2012-05-18,1295.220000,1.603600,0.182990,0.566969
2012-05-21,1315.990000,0.048600,0.069863,0.529112
2012-05-22,1316.630000,0.169400,0.033051,0.522883
2012-05-23,1318.860000,0.138000,0.076725,0.538476
2012-05-24,1320.680100,-0.216600,0.015997,0.542155
2012-05-25,1317.819900,1.107900,0.025186,0.540813
2012-05-29,1332.420000,-1.433500,0.011409,0.508778
2012-05-30,1313.319900,-0.227700,0.021061,0.509811
2012-05-31,1310.330000,-2.464300,0.123531,0.530310
2012-06-01,1278.040000,0.011000,0.147865,0.555159
2012-06-04,1278.180100,0.572700,0.211077,0.546095
2012-06-05,1285.500000,2.304900,0.085848,0.520294
2012-06-06,1315.130000,-0.010600,-0.105085,0.480407
2012-06-07,1314.990000,0.811400,-0.004650,0.517005
2012-06-08,1325.660000,-1.262000,-0.076152,0.526044
2012-06-11,1308.930100,1.165100,0.116835,0.553405
2012-06-12,1324.180100,-0.702300,-0.010530,0.508655
2012-06-13,1314.880000,1.081500,0.016127,0.496607
2012-06-14,1329.100000,1.033800,-0.064547,0.472449
2012-06-15,1342.840000,0.144500,-0.095431,0.478324
2012-06-18,1344.780000,0.981600,-0.074360,0.480032
2012-06-19,1357.980000,-0.168600,0.006575,0.501700
2012-06-20,1355.689900,-2.226200,-0.100490,0.490883
2012-06-21,1325.510000,0.717500,0.165068,0.541149
2012-06-22,1335.020000,-1.595500,0.036671,0.517199
2012-06-25,1313.720000,0.477300,0.098998,0.512742
2012-06-26,1319.990000,0.898500,0.146961,0.515603
2012-06-27,1331.850000,-0.211000,-0.024085,0.502045
2012-06-28,1329.040000,2.492000,0.004722,0.520696
2012-06-29,1362.160000,0.245900,-0.046352,0.515441
2012-07-02,1365.510000,0.623200,-0.143332,0.488846
2012-07-03,1374.020000,-0.468700,0.028948,0.509254
2012-07-05,1367.580000,-0.943300,-0.055875,0.504427
2012-07-06,1354.680100,-0.163900,0.020485,0.513729
2012-07-09,1352.460000,-0.812600,0.117085,0.506314
2012-07-10,1341.470000,-0.001500,0.033545,0.494157
2012-07-11,1341.450000,-0.498700,0.121152,0.513718
2012-07-12,1334.760000,1.649700,0.047850,0.521457
2012-07-13,1356.780000,-0.231400,-0.018362,0.515959
2012-07-16,1353.640000,0.741000,0.027034,0.516993
2012-07-17,1363.670000,0.668000,0.022982,0.518965
2012-07-18,1372.780000,0.271700,-0.028926,0.513422
2012-07-19,1376.510000,-1.006200,-0.069968,0.500539
2012-07-20,1362.660000,-0.890900,0.061735,0.523453
2012-07-23,1350.520000,-0.904100,0.094979,0.518422
2012-07-24,1338.310100,-0.031400,0.162085,0.531412
2012-07-25,1337.890000,1.654100,0.077950,0.514534
2012-07-26,1360.020000,1.908100,-0.030470,0.492769
2012-07-27,1385.970000,-0.048300,-0.164085,0.475510
2012-07-30,1385.300000,-0.431700,-0.013731,0.505594
2012-07-31,1379.319900,-0.290000,0.048801,0.536663
2012-08-01,1375.319900,-0.750400,0.039779,0.533878
2012-08-02,1365.000000,1.904000,0.054734,0.517032
2012-08-03,1390.990000,0.232900,-0.077464,0.470813
2012-08-06,1394.230000,0.510700,-0.082413,0.457721
2012-08-07,1401.350000,0.062100,0.002574,0.489815
2012-08-08,1402.220000,0.041400,-0.022911,0.511607
2012-08-09,1402.800000,0.218800,-0.024799,0.514310
2012-08-10,1405.870000,-0.125200,0.005974,0.509978
2012-08-13,1404.110000,-0.012800,-0.006439,0.487806
2012-08-14,1403.930100,0.114000,0.062362,0.501845
2012-08-15,1405.530000,0.710100,-0.003126,0.500621
2012-08-16,1415.510000,0.187200,-0.025795,0.500515
2012-08-17,1418.160000,-0.002100,-0.041727,0.502404
2012-08-20,1418.130000,-0.349800,0.038695,0.506888
2012-08-21,1413.170000,0.022600,0.058278,0.518775
2012-08-22,1413.490000,-0.807200,0.036342,0.515934
2012-08-23,1402.080000,0.645500,0.070053,0.522745
2012-08-24,1411.130000,-0.048900,0.011696,0.510671
2012-08-27,1410.439900,-0.080800,0.042540,0.505206
2012-08-28,1409.300000,0.084400,0.063230,0.516090
2012-08-29,1410.490000,-0.780600,0.054881,0.525377
2012-08-30,1399.480000,0.507300,0.053935,0.532792
2012-08-31,1406.580000,-0.116600,0.059493,0.529980
2012-09-04,1404.939900,-0.106800,0.018274,0.509642
2012-09-05,1403.439900,2.043600,0.074744,0.519476
2012-09-06,1432.120000,0.405000,-0.078759,0.493469
2012-09-07,1437.920000,-0.614800,-0.135053,0.487552
2012-09-10,1429.080000,0.313500,0.085645,0.516407
2012-09-11,1433.560100,0.209300,0.011717,0.513598
2012-09-12,1436.560100,1.631000,-0.026247,0.500013
2012-09-13,1459.990000,0.395900,-0.083651,0.471955
2012-09-14,1465.770000,-0.312500,-0.151717,0.463617
2012-09-17,1461.189900,-0.128000,0.029295,0.493944
2012-09-18,1459.319900,0.118600,0.035549,0.512882
2012-09-19,1461.050000,-0.054100,-0.016528,0.502740
2012-09-20,1460.260000,-0.007500,0.022628,0.499497
2012-09-21,1460.150000,-0.223300,-0.020560,0.494775
2012-09-24,1456.890000,-1.050200,0.072686,0.506884
2012-09-25,1441.590000,-0.573700,0.120428,0.531169
2012-09-26,1433.319900,0.964900,0.139001,0.542603
2012-09-27,1447.150000,-0.447800,0.020988,0.517657
2012-09-28,1440.670000,0.265200,0.022025,0.517904
2012-10-01,1444.490000,0.087200,0.104294,0.522982
2012-10-02,1445.750000,0.362400,0.041036,0.526451
2012-10-03,1450.990000,0.717400,0.029682,0.523659
2012-10-04,1461.400000,-0.032200,-0.014446,0.510248
2012-10-05,1460.930100,-0.345700,-0.052317,0.503170
2012-10-08,1455.880000,-0.989100,0.094077,0.516288
2012-10-09,1441.480000,-0.618800,0.091523,0.526122
2012-10-10,1432.560100,0.019500,0.126437,0.532466
2012-10-11,1432.840000,-0.296600,0.069083,0.518871
2012-10-12,1428.590000,0.807800,0.047456,0.517631
2012-10-15,1440.130000,1.027000,0.073572,0.512902
2012-10-16,1454.920000,0.411700,-0.030965,0.505278
2012-10-17,1460.910000,-0.244400,-0.015727,0.513661
2012-10-18,1457.340000,-1.657100,0.018370,0.526236
2012-10-19,1433.189900,0.044000,0.093360,0.546479
2012-10-22,1433.819900,-1.444400,0.146986,0.530573
2012-10-23,1413.110000,-0.308500,0.124043,0.522207
2012-10-24,1408.750000,0.299600,0.160778,0.525672
2012-10-25,1412.970000,-0.072900,0.067225,0.522916
2012-10-26,1411.939900,0.015600,0.034221,0.530696
2012-10-31,1412.160000,1.092600,0.127154,0.548534
2012-11-01,1427.590000,-0.937900,-0.034416,0.524876
2012-11-02,1414.200000,0.216400,0.063723,0.542210
2012-11-05,1417.260000,0.785300,0.104953,0.529799
2012-11-06,1428.390000,-2.370500,-0.009493,0.505742
2012-11-07,1394.530000,-1.220500,0.134253,0.533282
